unique_key,complaint_type,complaint_description,owning_department,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
18-00405302,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-11-28 15:07:00 UTC,2018-11-27 17:55:00 UTC,2018-11-28 15:07:00 UTC,2018-11-28 15:07:00 UTC,"5604 SHREVEPORT DR, AUSTIN, TX 78727",5604,SHREVEPORT,AUSTIN,78727,TRAVIS,3114540.999,10132466.0,30.43769014,-97.73752339,"(30.43769014, -97.73752339)",6,465B,MJ36
19-00236586,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-06-24 13:34:45 UTC,2019-06-24 13:34:45 UTC,2019-06-25 23:00:05 UTC,,"5505 W PARMER LN, AUSTIN, TX 78727",5505,PARMER,AUSTIN,78727,TRAVIS,3115584.28260298,10131830.8158215,30.43587714,-97.7342608,"(30.43587714, -97.7342608)",6,465B,MJ36
14-00275951,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-01 12:33:27 UTC,2014-12-26 10:18:09 UTC,2015-01-01 11:36:00 UTC,2015-01-01 12:33:27 UTC,"4415 SECLUDED HOLW, AUSTIN, TX",4415,SECLUDED,AUSTIN,78727,TRAVIS,3122318.81054832,10131594.1184767,30.43479211,-97.71291456,"(30.43479211, -97.71291456)",7,465D,MK36
19-00197691,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-16 16:15:28 UTC,2019-05-29 13:46:18 UTC,2019-07-16 16:15:28 UTC,2019-07-16 16:15:28 UTC,"13040 SILVER CREEK DR, AUSTIN, TX 78727",13040,SILVER CREEK,AUSTIN,78727,TRAVIS,3121473.16748389,10130551.5972523,30.43198111,-97.715675,"(30.43198111, -97.715675)",7,465D,MK36
19-00253287,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-07-05 10:27:35 UTC,2019-07-05 10:27:35 UTC,2019-07-06 23:00:05 UTC,,"13314 COUNCIL BLUFF DR, AUSTIN, TX 78727",13314,COUNCIL BLUFF,Austin,78727,TRAVIS,3121609.74694514,10132231.9971896,30.43659144,-97.71511626,"(30.43659144, -97.71511626)",7,465D,MK36
19-00170370,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-16 15:28:53 UTC,2019-05-10 12:04:29 UTC,2019-07-16 15:28:53 UTC,2019-07-16 15:28:53 UTC,"BRIDLEWOOD DR & COUNCIL BLUFF DR, AUSTIN, TX",,BRIDLEWOOD DR & COUNCIL BLUFF DR,AUSTIN,78727,TRAVIS,3120903.99700681,10131159.9994509,30.43369033,-97.71743511,"(30.43369033, -97.71743511)",7,465D,MK36
19-00243939,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-06-29 08:15:30 UTC,2019-06-29 08:15:30 UTC,2019-06-30 23:00:05 UTC,,"OAK CREEK DR & COUNCIL BLUFF DR, AUSTIN, TX",,OAK CREEK DR & COUNCIL BLUFF DR,AUSTIN,78727,TRAVIS,3120654.99673791,10130686.9993827,30.43240622,-97.71826028,"(30.43240622, -97.71826028)",7,465D,MK36
19-00245098,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-06-30 09:57:49 UTC,2019-06-30 09:57:49 UTC,2019-07-01 23:00:05 UTC,,"13004 COUNCIL BLUFF DR, AUSTIN, TX 78727",13004,COUNCIL BLUFF,AUSTIN,78727,TRAVIS,3120540.75009679,10130670.9991213,30.43236962,-97.71862388,"(30.43236962, -97.71862388)",7,465D,MK36
16-00141798,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-15 16:32:15 UTC,2016-06-09 10:13:53 UTC,2016-06-15 15:31:27 UTC,2016-06-15 16:32:15 UTC,"12104 TWEED CT, AUSTIN, TX 78727",12104,TWEED,AUSTIN,78727,TRAVIS,3111008.74883324,10128396.9998505,30.42673113,-97.74902897,"(30.42673113, -97.74902897)",6,465E,MJ36
16-00149938,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-17 12:23:02 UTC,2016-06-17 08:47:35 UTC,2016-06-17 11:22:13 UTC,2016-06-17 12:23:02 UTC,"12104 TWEED CT, AUSTIN, TX 78727",12104,TWEED,AUSTIN,78727,TRAVIS,3111008.74883324,10128396.9998505,30.42673113,-97.74902897,"(30.42673113, -97.74902897)",6,465E,MJ36
16-00323318,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-14 13:48:14 UTC,2016-12-14 10:05:39 UTC,2016-12-14 12:49:04 UTC,2016-12-14 13:48:14 UTC,"12357 RIATA TRACE PKWY, AUSTIN, TX 78727",12357,RIATA TRACE,AUSTIN,78727,TRAVIS,3112863.99986156,10128841.9972564,30.42783573,-97.74311121,"(30.42783573, -97.74311121)",6,465E,MJ36
15-00018928,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-29 10:33:09 UTC,2015-01-28 16:46:07 UTC,2015-01-29 09:35:48 UTC,2015-01-29 10:33:09 UTC,"12300 RIATA TRACE PKWY, AUSTIN, TX",12300,RIATA TRACE,AUSTIN,78727,TRAVIS,3111172.91877933,10129203.3992083,30.42893732,-97.74844877,"(30.42893732, -97.74844877)",6,465E,MJ36
15-00298662,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-12-22 10:10:05 UTC,2015-12-22 10:10:05 UTC,2015-12-22 10:10:05 UTC,,"12100 TWEED CT, AUSTIN, TX 78727",12100,TWEED,AUSTIN,78727,TRAVIS,3110880.51933656,10128131.0786702,30.42600833,-97.74945532,"(30.42600833, -97.74945532)",6,465E,MJ36
17-00073442,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-03-23 14:26:39 UTC,2017-03-23 13:03:19 UTC,2017-03-23 14:26:39 UTC,2017-03-23 14:26:39 UTC,"5700 TAPADERA TRACE LN, AUSTIN, TX 78727",5700,TAPADERA TRACE,AUSTIN,78727,TRAVIS,3113196.49960719,10129719.997775,30.43022794,-97.74199162,"(30.43022794, -97.74199162)",6,465E,MJ36
19-00203438,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-16 16:16:21 UTC,2019-06-02 08:16:29 UTC,2019-07-16 16:16:21 UTC,2019-07-16 16:16:21 UTC,"5700 TAPADERA TRACE LN, AUSTIN, TX 78727",5700,TAPADERA TRACE,AUSTIN,78727,TRAVIS,3113196.49984894,10129719.997487,30.43022794,-97.74199161,"(30.43022794, -97.74199161)",6,465E,MJ36
19-00222063,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-06-14 08:38:00 UTC,2019-06-14 08:38:00 UTC,2019-06-15 23:00:05 UTC,,"12345 ALAMEDA TRACE CIR, AUSTIN, TX 78727",12345,ALAMEDA TRACE,AUSTIN,78727,TRAVIS,3111610.69964207,10130146.309426,30.43150128,-97.74699054,"(30.43150128, -97.74699054)",6,465E,MJ36
16-00121763,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-05-21 11:19:22 UTC,2016-05-20 13:45:56 UTC,2016-05-21 10:17:32 UTC,2016-05-21 11:19:22 UTC,"12538 RIATA VISTA CIR, AUSTIN, TX 78727",12538,RIATA VISTA,AUSTIN,78727,TRAVIS,3115444.55062506,10129890.626875,30.4305528,-97.73484787,"(30.4305528, -97.73484787)",6,465F,MJ36
14-00188147,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-09 12:37:33 UTC,2014-09-04 16:29:42 UTC,2014-09-09 11:39:43 UTC,2014-09-09 12:37:33 UTC,"12430 DEER TRACK, AUSTIN, TX",12430,DEER TRACK,AUSTIN,78727,TRAVIS,3116258.81647584,10128371.3454576,30.42632419,-97.73237761,"(30.42632419, -97.73237761)",6,465F,MJ36
14-00249009,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-11-19 14:56:25 UTC,2014-11-18 07:23:55 UTC,2014-11-19 13:58:50 UTC,2014-11-19 14:56:25 UTC,"MAVERICK DR & MUSTANG CHASE, AUSTIN, TX",,MAVERICK DR & MUSTANG CHASE,AUSTIN,78727,TRAVIS,3115728.61,10128302.72,30.42616962,-97.73406451,"(30.42616962, -97.73406451)",6,465F,MJ36
14-00268030,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-12-17 15:49:03 UTC,2014-12-14 14:47:06 UTC,2014-12-17 14:51:33 UTC,2014-12-17 15:49:03 UTC,"12430 DEER TRACK, AUSTIN, TX",12430,DEER TRACK,AUSTIN,78727,TRAVIS,3116258.81647584,10128371.3454576,30.42632419,-97.73237761,"(30.42632419, -97.73237761)",6,465F,MJ36
15-00247895,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-10-17 10:25:41 UTC,2015-10-17 08:59:01 UTC,2015-10-17 09:25:41 UTC,2015-10-17 10:25:41 UTC,"5205 MAVERICK DR, AUSTIN, TX 78727",5205,MAVERICK,AUSTIN,78727,TRAVIS,3115371.99892227,10128388.9984512,30.4264297,-97.73518929,"(30.4264297, -97.73518929)",6,465F,MJ36
16-00071182,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-03-29 13:12:35 UTC,2016-03-29 11:44:19 UTC,2016-03-29 12:10:18 UTC,2016-03-29 13:12:35 UTC,"12424 DEER TRACK, AUSTIN, TX 78727",12424,DEER,AUSTIN,78727,TRAVIS,3116359.49868986,10128502.9984628,30.42667962,-97.73204848,"(30.42667962, -97.73204848)",6,465F,MJ36
16-00071185,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-03-29 14:49:06 UTC,2016-03-29 11:47:58 UTC,2016-03-29 13:46:49 UTC,2016-03-29 14:49:06 UTC,"12425 DEER TRACK, AUSTIN, TX 78727",12425,DEER,AUSTIN,78727,TRAVIS,3116156.49969739,10128467.9987442,30.42659646,-97.73269499,"(30.42659646, -97.73269499)",6,465F,MJ36
17-00294941,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-10-04 11:22:29 UTC,2017-10-03 12:29:23 UTC,2017-10-04 11:22:29 UTC,2017-10-04 11:22:29 UTC,"DEER TRACK & MUSTANG CHASE, AUSTIN, TX 78727",,DEER TRACK & MUSTANG CHASE,AUSTIN,78727,TRAVIS,3115931.99877532,10128683.9998163,30.42720464,-97.73339109,"(30.42720464, -97.73339109)",6,465F,MJ36
17-00347344,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-11-22 14:18:50 UTC,2017-11-20 10:12:22 UTC,2017-11-22 14:18:50 UTC,2017-11-22 14:18:50 UTC,"5203 MAVERICK DR, AUSTIN, TX 78727",5203,MAVERICK,AUSTIN,78727,TRAVIS,3115462.28031043,10128342.780736,30.42629685,-97.73490634,"(30.42629685, -97.73490634)",6,465F,MJ36
18-00438373,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-12-26 12:38:08 UTC,2018-12-25 18:08:12 UTC,2018-12-26 12:38:08 UTC,2018-12-26 12:38:08 UTC,"5207 MAVERICK DR, AUSTIN, TX 78727",5207,MAVERICK,AUSTIN,78727,TRAVIS,3115677.91361314,10128306.8002049,30.4261841,-97.73422502,"(30.4261841, -97.73422502)",6,465F,MJ36
17-00008116,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2017-01-10 12:48:39 UTC,2017-01-10 12:48:39 UTC,2017-01-10 12:48:39 UTC,,"4905 GANYMEDE DR, AUSTIN, TX 78727",4905,GANYMEDE,AUSTIN,78727,TRAVIS,3118211.49738727,10129092.9987889,30.42818224,-97.72613006,"(30.42818224, -97.72613006)",7,465G,MK36
16-00284601,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-10-26 17:17:07 UTC,2016-10-26 13:52:52 UTC,2016-10-26 16:17:25 UTC,2016-10-26 17:17:07 UTC,"ADELPHI LN & CALLISTO TER, AUSTIN, TX 78727",,ADELPHI LN & CALLISTO TER,AUSTIN,78727,TRAVIS,3119235.54948974,10129253.4374639,30.42855723,-97.72286977,"(30.42855723, -97.72286977)",7,465G,MK36
16-00284712,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2016-10-26 17:56:14 UTC,2016-10-26 15:35:28 UTC,2016-10-26 16:56:33 UTC,2016-10-26 17:56:14 UTC,"4818 TRANSIT CIR, AUSTIN, TX 78727",4818,TRANSIT,AUSTIN,78727,TRAVIS,3118909.49960392,10129463.9977858,30.42915706,-97.72388835,"(30.42915706, -97.72388835)",7,465G,MK36
16-00284730,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2016-10-26 17:32:11 UTC,2016-10-26 15:50:28 UTC,2016-10-26 16:32:29 UTC,2016-10-26 17:32:11 UTC,"4706 ADELPHI LN, AUSTIN, TX 78727",4706,ADELPHI,AUSTIN,78727,TRAVIS,3119144.99967364,10128913.9968537,30.42763,-97.72318227,"(30.42763, -97.72318227)",7,465G,MK36
14-00066431,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-04-15 12:43:20 UTC,2014-04-13 12:05:36 UTC,2014-04-15 11:45:24 UTC,2014-04-15 12:43:20 UTC,"12508 MONAGHAN TRL, AUSTIN, TX",12508,MONAGHAN,AUSTIN,78727,TRAVIS,3117922.03713684,10128336.619953,30.42612171,-97.72710447,"(30.42612171, -97.72710447)",7,465G,MK36
14-00032329,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-25 11:28:50 UTC,2014-02-23 15:09:01 UTC,2014-02-25 10:30:50 UTC,2014-02-25 11:28:50 UTC,"12711 RHEA CT, AUSTIN, TX",12711,RHEA,AUSTIN,78727,TRAVIS,3117684.50000000,10129948.0,30.43056646,-97.72773819,"(30.43056646, -97.72773819)",7,465G,MK36
14-00021353,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-06 12:03:45 UTC,2014-02-05 13:10:05 UTC,2014-02-06 11:05:44 UTC,2014-02-06 12:03:45 UTC,"MISS JULIE LN & ENCHANTED FOREST DR, AUSTIN, TX",,MISS JULIE LN & ENCHANTED FOREST DR,AUSTIN,78727,TRAVIS,3117643.81000000,10128547.69,30.42671983,-97.72797132,"(30.42671983, -97.72797132)",7,465G,MK36
16-00071410,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-03-30 16:09:36 UTC,2016-03-29 15:22:13 UTC,2016-03-30 15:07:18 UTC,2016-03-30 16:09:36 UTC,"TRANSIT CIR & GANYMEDE DR, AUSTIN, TX 78727",,TRANSIT CIR & GANYMEDE DR,AUSTIN,78727,TRAVIS,3118181.99695564,10129213.8680809,30.42851639,-97.72621465,"(30.42851639, -97.72621465)",7,465G,MK36
17-00045886,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,,,,,"4707 ADELPHI LN, AUSTIN, TX 78727",4707,ADELPHI,AUSTIN,78727,TRAVIS,3118990,10128988.0,30.42784342,-97.72366843,"(30.42784342, -97.72366843)",7,465G,MK36
17-00046057,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,,,,,"ADELPHI LN & CALLISTO TER, AUSTIN, TX 78727",,ADELPHI LN & CALLISTO TER,AUSTIN,78727,TRAVIS,3119235.549,10129253.44,30.42855723,-97.72286977,"(30.42855723, -97.72286977)",7,465G,MK36
17-00115810,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-05-05 11:35:31 UTC,2017-05-04 14:44:52 UTC,2017-05-05 11:35:31 UTC,2017-05-05 11:35:31 UTC,"12508 MONAGHAN TRL, AUSTIN, TX 78727",12508,MONAGHAN,AUSTIN,78727,TRAVIS,3117859.74808281,10128470.9983931,30.42649511,-97.72729206,"(30.42649511, -97.72729206)",7,465G,MK36
18-00064604,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-03-09 07:49:48 UTC,2018-03-07 08:24:41 UTC,2018-03-09 07:49:47 UTC,2018-03-09 07:49:48 UTC,"TRANSIT CIR & GANYMEDE DR, AUSTIN, TX 78727",,TRANSIT CIR & GANYMEDE DR,AUSTIN,78727,TRAVIS,3118181.99695564,10129213.8680809,30.42851639,-97.72621465,"(30.42851639, -97.72621465)",7,465G,MK36
17-00376466,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2017-12-20 10:38:11 UTC,2017-12-20 08:16:28 UTC,2017-12-20 10:38:11 UTC,2017-12-20 10:38:11 UTC,"4608 CALLISTO TER, AUSTIN, 78727",4608,CALLISTO,AUSTIN,78727,TRAVIS,3119347.99866611,10129293.9978781,30.42866147,-97.72251006,"(30.42866147, -97.72251006)",7,465G,MK36
16-00330852,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-26 06:38:04 UTC,2016-12-24 13:14:14 UTC,2016-12-26 06:38:04 UTC,2016-12-26 06:38:04 UTC,"COLUMBINE DR & GANYMEDE DR, AUSTIN, TX 78727",,COLUMBINE DR & GANYMEDE DR,AUSTIN,78727,TRAVIS,3120822.24805788,10128985.9985616,30.42771961,-97.71785662,"(30.42771961, -97.71785662)",7,465H,MK36
14-00091607,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-18 14:59:00 UTC,2014-05-14 09:43:37 UTC,2014-05-18 14:01:06 UTC,2014-05-18 14:59:00 UTC,"13021 SILVER CREEK DR, AUSTIN, TX",13021,SILVER CREEK,AUSTIN,78727,TRAVIS,3122139.48203914,10130293.5044995,30.43122853,-97.71358062,"(30.43122853, -97.71358062)",7,465H,MK36
14-00089303,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-11 11:08:27 UTC,2014-05-11 08:59:20 UTC,2014-05-11 10:10:33 UTC,2014-05-11 11:08:27 UTC,"OAK CREEK DR & SILVER CREEK DR, AUSTIN, TX",,OAK CREEK DR & SILVER CREEK DR,AUSTIN,78727,TRAVIS,3122451.5,10129835.0,30.42994797,-97.71262513,"(30.42994797, -97.71262513)",7,465H,MK36
14-00053093,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-04-01 12:33:27 UTC,2014-03-26 14:38:10 UTC,2014-04-01 11:35:30 UTC,2014-04-01 12:33:27 UTC,"12813 POQUOSON DR, AUSTIN, TX",12813,POQUOSON,AUSTIN,78727,TRAVIS,3122015.1890567,10129511.7830064,30.42908775,-97.7140333,"(30.42908775, -97.7140333)",7,465H,MK36
14-00049558,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-03-22 19:24:17 UTC,2014-03-21 15:52:22 UTC,2014-03-22 18:26:20 UTC,2014-03-22 19:24:17 UTC,"3900 NORTHFIELD RD, AUSTIN, TX",3900,NORTHFIELD,AUSTIN,78727,TRAVIS,3123120.76623368,10130123.2001321,30.43069682,-97.71048059,"(30.43069682, -97.71048059)",7,465H,MK36
14-00042066,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-03-12 17:49:00 UTC,2014-03-11 16:03:00 UTC,2014-03-12 16:51:00 UTC,2014-03-12 17:49:00 UTC,"POQUOSON DR & TAMARACK TRL, AUSTIN, TX",,POQUOSON DR & TAMARACK TRL,AUSTIN,78727,TRAVIS,3122055,10129632.0,30.42941563,-97.71389803,"(30.42941563, -97.71389803)",7,465H,MK36
14-00122319,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-06-30 11:52:28 UTC,2014-06-20 10:36:30 UTC,2014-06-30 10:54:33 UTC,2014-06-30 11:52:28 UTC,"3900 NORTHFIELD RD, AUSTIN, TX",3900,NORTHFIELD,AUSTIN,78727,TRAVIS,3123120.76623368,10130123.2001321,30.43069682,-97.71048059,"(30.43069682, -97.71048059)",7,465H,MK36
14-00165468,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2014-08-08 11:05:13 UTC,2014-08-08 11:05:13 UTC,2014-08-08 11:05:13 UTC,,"13011 SILVER CREEK DR, AUSTIN, TX",13011,SILVER CREEK,AUSTIN,78727,TRAVIS,3122478.07870579,10130175.0223524,30.43088091,-97.7125154,"(30.43088091, -97.7125154)",7,465H,MK36
14-00167663,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:43:00 UTC,2014-08-11 08:35:00 UTC,2014-08-25 19:45:00 UTC,2014-08-25 20:43:00 UTC,"WALLING FORGE DR & WAR PATH, AUSTIN, TX",,WALLING FORGE DR & WAR PATH,AUSTIN,78727,TRAVIS,3121405.75,10128995.0,30.42770663,-97.71600506,"(30.42770663, -97.71600506)",7,465H,MK36
14-00154279,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:17:00 UTC,2014-07-26 09:36:00 UTC,2014-08-25 19:20:00 UTC,2014-08-25 20:17:00 UTC,"13011 SILVER CREEK DR, AUSTIN, TX",13011,SILVER CREEK,AUSTIN,78727,TRAVIS,3122478.079,10130175.02,30.43088091,-97.7125154,"(30.43088091, -97.7125154)",7,465H,MK36
14-00167672,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-09-02 15:37:54 UTC,2014-08-11 08:42:16 UTC,2014-09-02 14:40:04 UTC,2014-09-02 15:37:54 UTC,"13011 SILVER CREEK DR, AUSTIN, TX",13011,SILVER CREEK,AUSTIN,78727,TRAVIS,3122478.07870579,10130175.0223524,30.43088091,-97.7125154,"(30.43088091, -97.7125154)",7,465H,MK36
14-00223017,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-29 10:53:19 UTC,2014-10-16 09:48:04 UTC,2014-10-29 09:55:38 UTC,2014-10-29 10:53:19 UTC,"OAK CREEK DR & OAK BEND DR, AUSTIN, TX",,OAK CREEK DR & OAK BEND DR,AUSTIN,78727,TRAVIS,3122798,10129669.0,30.42946921,-97.71153841,"(30.42946921, -97.71153841)",7,465H,MK36
14-00246790,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-11-14 17:03:53 UTC,2014-11-14 13:13:11 UTC,2014-11-14 16:06:17 UTC,2014-11-14 17:03:53 UTC,"3906 DEL ROBLES, AUSTIN, TX",3906,DEL ROBLES,AUSTIN,78727,TRAVIS,3123693.29390103,10130421.1673994,30.43147876,-97.70864215,"(30.43147876, -97.70864215)",7,465H,MK36
15-00005528,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-10 10:48:05 UTC,2015-01-09 11:03:33 UTC,2015-01-10 09:50:40 UTC,2015-01-10 10:48:05 UTC,"3809 TAMARACK TRL, AUSTIN, TX",3809,TAMARACK,AUSTIN,78727,TRAVIS,3122968.21302185,10128499.4309775,30.42624321,-97.71108595,"(30.42624321, -97.71108595)",7,465H,MK36
15-00015234,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-25 15:49:50 UTC,2015-01-24 10:54:58 UTC,2015-01-25 14:52:28 UTC,2015-01-25 15:49:50 UTC,"12813 POQUOSON DR, AUSTIN, TX",12813,POQUOSON,AUSTIN,78727,TRAVIS,3122015.1890567,10129511.7830064,30.42908775,-97.7140333,"(30.42908775, -97.7140333)",7,465H,MK36
14-00061572,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-29 12:03:34 UTC,2014-04-07 12:28:39 UTC,2015-01-29 11:06:13 UTC,2015-01-29 12:03:34 UTC,"12806 POQUOSON DR, AUSTIN, TX",12806,POQUOSON,AUSTIN,78727,TRAVIS,3121947.73588095,10129468.5966502,30.4289734,-97.71425049,"(30.4289734, -97.71425049)",7,465H,MK36
14-00070340,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-29 12:03:32 UTC,2014-04-17 15:40:40 UTC,2015-01-29 11:06:11 UTC,2015-01-29 12:03:32 UTC,"TAMARACK TRL & POQUOSON DR, AUSTIN, TX",,TAMARACK TRL & POQUOSON DR,AUSTIN,78727,TRAVIS,3122055,10129632.0,30.42941563,-97.71389803,"(30.42941563, -97.71389803)",7,465H,MK36
15-00016118,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-01-29 12:14:02 UTC,2015-01-25 11:39:02 UTC,2015-01-29 11:16:41 UTC,2015-01-29 12:14:02 UTC,"POQUOSON DR & TAMARACK TRL, AUSTIN, TX",,POQUOSON DR & TAMARACK TRL,AUSTIN,78727,TRAVIS,3122055,10129632.0,30.42941563,-97.71389803,"(30.42941563, -97.71389803)",7,465H,MK36
15-00060675,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-03-29 09:52:23 UTC,2015-03-27 12:30:32 UTC,2015-03-29 08:55:16 UTC,2015-03-29 09:52:23 UTC,"OAK CREEK DR & OAK CREEK CV, AUSTIN, TX",,OAK CREEK DR & OAK CREEK CV,AUSTIN,78727,TRAVIS,3123427,10129222.0,30.4281997,-97.70957661,"(30.4281997, -97.70957661)",7,465H,MK36
15-00137357,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-06-18 12:56:43 UTC,2015-06-18 12:56:43 UTC,2015-06-18 12:56:43 UTC,,"12907 SILVER CREEK DR, AUSTIN, TX",12907,SILVER CREEK,AUSTIN,78727,TRAVIS,3122367.35207158,10129621.6740418,30.42936702,-97.712908,"(30.42936702, -97.712908)",7,465H,MK36
15-00196319,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-08-18 17:33:47 UTC,2015-08-17 09:54:38 UTC,2015-08-18 16:33:41 UTC,2015-08-18 17:33:47 UTC,"4201 W PARMER LN C, AUSTIN, TX",4201,PARMER,AUSTIN,78727,TRAVIS,3120787.05135845,10128626.773183,30.42673443,-97.71799506,"(30.42673443, -97.71799506)",7,465H,MK36
16-00001403,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-03 10:17:36 UTC,2016-01-03 10:17:36 UTC,2016-01-03 10:17:36 UTC,,"COUNCIL BLUFF DR & COLUMBINE DR, AUSTIN, TX 78727",,COUNCIL BLUFF DR & COLUMBINE DR,AUSTIN,78727,TRAVIS,3120761.49754655,10129656.9998298,30.42956802,-97.71799927,"(30.42956802, -97.71799927)",7,465H,MK36
16-00067848,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-03-27 08:53:00 UTC,2016-03-25 11:59:00 UTC,2016-03-27 07:52:00 UTC,2016-03-27 08:53:00 UTC,"W PARMER LN & GANYMEDE DR, AUSTIN, TX 78727",,W PARMER LN & GANYMEDE DR,AUSTIN,78727,TRAVIS,3120699.179,10128760.04,30.42710643,-97.71826385,"(30.42710643, -97.71826385)",7,465H,MK36
17-00094891,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-04-13 11:09:09 UTC,2017-04-13 10:03:56 UTC,2017-04-13 11:09:08 UTC,2017-04-13 11:09:09 UTC,"4409 DESTINYS GATE DR, AUSTIN, TX 78727",4409,DESTINYS GATE,AUSTIN,78727,TRAVIS,3121099.49939683,10129709.9989386,30.42969186,-97.71692314,"(30.42969186, -97.71692314)",7,465H,MK36
18-00003274,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-01-04 14:00:25 UTC,2018-01-04 12:53:20 UTC,2018-01-04 14:00:25 UTC,2018-01-04 14:00:25 UTC,"4003 PALOMAR LN, AUSTIN, TX 78727",4003,PALOMAR,AUSTIN,78727,TRAVIS,3122216.24840451,10128744.9995259,30.42696696,-97.71345281,"(30.42696696, -97.71345281)",7,465H,MK36
17-00074241,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-03-24 11:12:03 UTC,2017-03-24 08:21:33 UTC,2017-03-24 11:12:03 UTC,2017-03-24 11:12:03 UTC,"3906 NORTHFIELD RD, AUSTIN, TX 78727",3906,NORTHFIELD,AUSTIN,78727,TRAVIS,3123104.24679739,10130211.9978472,30.43094198,-97.71052635,"(30.43094198, -97.71052635)",7,465H,MK36
